"SplunkVersion","FolderName","IdentityReference","FileSystemRights"
"Splunk 6.0","C:\Program Files\SplunkUniversalForwarder\bin","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.1.0","C:\Program Files\SplunkUniversalForwarder\bin","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.2.0","C:\Program Files\SplunkUniversalForwarder\bin","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.3.0","C:\Program Files\SplunkUniversalForwarder\bin","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.4.0","C:\Program Files\SplunkUniversalForwarder\bin","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.5.0","C:\Program Files\SplunkUniversalForwarder\bin","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.6.0","C:\Program Files\SplunkUniversalForwarder\bin","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.0.0","C:\Program Files\SplunkUniversalForwarder\bin","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.1.0","C:\Program Files\SplunkUniversalForwarder\bin","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.2.0","C:\Program Files\SplunkUniversalForwarder\bin","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.3.0","C:\Program Files\SplunkUniversalForwarder\bin","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.0","C:\Program Files\SplunkUniversalForwarder\bin\scripts","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.1.0","C:\Program Files\SplunkUniversalForwarder\bin\scripts","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.2.0","C:\Program Files\SplunkUniversalForwarder\bin\scripts","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.3.0","C:\Program Files\SplunkUniversalForwarder\bin\scripts","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.4.0","C:\Program Files\SplunkUniversalForwarder\bin\scripts","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.5.0","C:\Program Files\SplunkUniversalForwarder\bin\scripts","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.6.0","C:\Program Files\SplunkUniversalForwarder\bin\scripts","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.0.0","C:\Program Files\SplunkUniversalForwarder\bin\scripts","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.1.0","C:\Program Files\SplunkUniversalForwarder\bin\scripts","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.2.0","C:\Program Files\SplunkUniversalForwarder\bin\scripts","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.3.0","C:\Program Files\SplunkUniversalForwarder\bin\scripts","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.0","C:\Program Files\SplunkUniversalForwarder\etc","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.1.0","C:\Program Files\SplunkUniversalForwarder\etc","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.2.0","C:\Program Files\SplunkUniversalForwarder\etc","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.3.0","C:\Program Files\SplunkUniversalForwarder\etc","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.4.0","C:\Program Files\SplunkUniversalForwarder\etc","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.5.0","C:\Program Files\SplunkUniversalForwarder\etc","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.6.0","C:\Program Files\SplunkUniversalForwarder\etc","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.0.0","C:\Program Files\SplunkUniversalForwarder\etc","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.1.0","C:\Program Files\SplunkUniversalForwarder\etc","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.2.0","C:\Program Files\SplunkUniversalForwarder\etc","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.3.0","C:\Program Files\SplunkUniversalForwarder\etc","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.0","C:\Program Files\SplunkUniversalForwarder\etc\apps","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.1.0","C:\Program Files\SplunkUniversalForwarder\etc\apps","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.2.0","C:\Program Files\SplunkUniversalForwarder\etc\apps","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.3.0","C:\Program Files\SplunkUniversalForwarder\etc\apps","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.4.0","C:\Program Files\SplunkUniversalForwarder\etc\apps","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.5.0","C:\Program Files\SplunkUniversalForwarder\etc\apps","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.6.0","C:\Program Files\SplunkUniversalForwarder\etc\apps","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.0.0","C:\Program Files\SplunkUniversalForwarder\etc\apps","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.1.0","C:\Program Files\SplunkUniversalForwarder\etc\apps","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.2.0","C:\Program Files\SplunkUniversalForwarder\etc\apps","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.3.0","C:\Program Files\SplunkUniversalForwarder\etc\apps","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.4.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\alert_logevent","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.4.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\alert_logevent\appserver","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.4.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\alert_logevent\appserver\static","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.4.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\alert_logevent\default","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.4.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\alert_logevent\default\data","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.4.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\alert_logevent\default\data\ui","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.4.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\alert_logevent\default\data\ui\alerts","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.4.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\alert_logevent\metadata","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.4.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\alert_logevent\README","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.1.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\introspection_generator_addon","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.2.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\introspection_generator_addon","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.3.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\introspection_generator_addon","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.4.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\introspection_generator_addon","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.5.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\introspection_generator_addon","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.6.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\introspection_generator_addon","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.0.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\introspection_generator_addon","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.1.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\introspection_generator_addon","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.2.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\introspection_generator_addon","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.3.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\introspection_generator_addon","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.1.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\introspection_generator_addon\bin","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.2.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\introspection_generator_addon\bin","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.3.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\introspection_generator_addon\bin","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.4.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\introspection_generator_addon\bin","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.5.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\introspection_generator_addon\bin","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.6.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\introspection_generator_addon\bin","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.0.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\introspection_generator_addon\bin","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.1.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\introspection_generator_addon\bin","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.2.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\introspection_generator_addon\bin","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.3.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\introspection_generator_addon\bin","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.1.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\introspection_generator_addon\default","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.2.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\introspection_generator_addon\default","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.3.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\introspection_generator_addon\default","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.4.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\introspection_generator_addon\default","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.5.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\introspection_generator_addon\default","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.6.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\introspection_generator_addon\default","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.0.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\introspection_generator_addon\default","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.1.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\introspection_generator_addon\default","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.2.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\introspection_generator_addon\default","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.3.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\introspection_generator_addon\default","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\learned","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.1.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\learned","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.2.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\learned","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.3.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\learned","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.4.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\learned","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.5.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\learned","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.6.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\learned","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.0.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\learned","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.1.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\learned","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.2.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\learned","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.3.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\learned","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\learned\default","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.1.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\learned\default","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.2.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\learned\default","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.3.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\learned\default","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.4.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\learned\default","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.5.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\learned\default","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.6.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\learned\default","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.0.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\learned\default","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.1.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\learned\default","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.2.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\learned\default","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.3.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\learned\default","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\learned\metadata","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.1.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\learned\metadata","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.2.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\learned\metadata","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.3.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\learned\metadata","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.4.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\learned\metadata","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.5.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\learned\metadata","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.6.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\learned\metadata","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.0.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\learned\metadata","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.1.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\learned\metadata","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.2.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\learned\metadata","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.3.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\learned\metadata","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\search","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.1.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\search","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.2.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\search","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.3.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\search","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.4.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\search","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.5.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\search","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.6.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\search","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.0.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\search","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.1.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\search","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.2.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\search","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.3.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\search","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\search\default","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.1.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\search\default","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.2.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\search\default","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.3.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\search\default","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.4.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\search\default","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.5.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\search\default","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.6.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\search\default","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.0.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\search\default","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.1.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\search\default","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.2.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\search\default","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.3.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\search\default","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\search\lookups","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.1.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\search\lookups","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.2.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\search\lookups","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\search\metadata","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.1.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\search\metadata","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.2.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\search\metadata","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.3.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\search\metadata","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.4.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\search\metadata","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.5.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\search\metadata","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.6.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\search\metadata","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.0.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\search\metadata","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.1.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\search\metadata","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.2.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\search\metadata","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.3.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\search\metadata","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.3.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\splunk_httpinput","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.4.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\splunk_httpinput","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.5.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\splunk_httpinput","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.6.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\splunk_httpinput","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.0.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\splunk_httpinput","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.1.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\splunk_httpinput","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.2.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\splunk_httpinput","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.3.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\splunk_httpinput","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.3.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\splunk_httpinput\default","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.4.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\splunk_httpinput\default","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.5.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\splunk_httpinput\default","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.6.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\splunk_httpinput\default","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.0.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\splunk_httpinput\default","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.1.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\splunk_httpinput\default","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.2.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\splunk_httpinput\default","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.3.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\splunk_httpinput\default","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.3.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\Splunk_TA_windows","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.4.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\Splunk_TA_windows","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.3.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\Splunk_TA_windows\appserver","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.4.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\Splunk_TA_windows\appserver","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.3.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\Splunk_TA_windows\appserver\controllers","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.4.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\Splunk_TA_windows\appserver\controllers","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.3.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\Splunk_TA_windows\appserver\modules","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.4.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\Splunk_TA_windows\appserver\modules","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.3.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\Splunk_TA_windows\appserver\modules\TA_Windows_FTR","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.4.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\Splunk_TA_windows\appserver\modules\TA_Windows_FTR","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.3.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\Splunk_TA_windows\appserver\modules\TA_Windows_IFrame","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.4.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\Splunk_TA_windows\appserver\modules\TA_Windows_IFrame","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.3.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\Splunk_TA_windows\appserver\static","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.4.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\Splunk_TA_windows\appserver\static","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.3.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\Splunk_TA_windows\appserver\static\images","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.4.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\Splunk_TA_windows\appserver\static\images","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.3.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\Splunk_TA_windows\appserver\templates","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.4.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\Splunk_TA_windows\appserver\templates","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.3.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\Splunk_TA_windows\bin","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.4.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\Splunk_TA_windows\bin","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.3.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\Splunk_TA_windows\bin\ta_windows","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.4.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\Splunk_TA_windows\bin\ta_windows","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.3.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\Splunk_TA_windows\bin\ta_windows\models","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.4.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\Splunk_TA_windows\bin\ta_windows\models","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.3.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\Splunk_TA_windows\default","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.4.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\Splunk_TA_windows\default","BUILTIN\Users","ReadAndExecute, Synchronize"
