"SplunkVersion","FolderName","IdentityReference","FileSystemRights"
"Splunk 7.0.0","C:\Program Files\SplunkUniversalForwarder\etc\modules\input\tailfile","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.1.0","C:\Program Files\SplunkUniversalForwarder\etc\modules\input\tailfile","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.2.0","C:\Program Files\SplunkUniversalForwarder\etc\modules\input\tailfile","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.3.0","C:\Program Files\SplunkUniversalForwarder\etc\modules\input\tailfile","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.0","C:\Program Files\SplunkUniversalForwarder\etc\modules\input\TCP","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.1.0","C:\Program Files\SplunkUniversalForwarder\etc\modules\input\TCP","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.2.0","C:\Program Files\SplunkUniversalForwarder\etc\modules\input\TCP","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.3.0","C:\Program Files\SplunkUniversalForwarder\etc\modules\input\TCP","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.4.0","C:\Program Files\SplunkUniversalForwarder\etc\modules\input\TCP","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.5.0","C:\Program Files\SplunkUniversalForwarder\etc\modules\input\TCP","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.6.0","C:\Program Files\SplunkUniversalForwarder\etc\modules\input\TCP","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.0.0","C:\Program Files\SplunkUniversalForwarder\etc\modules\input\TCP","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.1.0","C:\Program Files\SplunkUniversalForwarder\etc\modules\input\TCP","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.2.0","C:\Program Files\SplunkUniversalForwarder\etc\modules\input\TCP","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.3.0","C:\Program Files\SplunkUniversalForwarder\etc\modules\input\TCP","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.0","C:\Program Files\SplunkUniversalForwarder\etc\modules\input\UDP","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.1.0","C:\Program Files\SplunkUniversalForwarder\etc\modules\input\UDP","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.2.0","C:\Program Files\SplunkUniversalForwarder\etc\modules\input\UDP","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.3.0","C:\Program Files\SplunkUniversalForwarder\etc\modules\input\UDP","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.4.0","C:\Program Files\SplunkUniversalForwarder\etc\modules\input\UDP","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.5.0","C:\Program Files\SplunkUniversalForwarder\etc\modules\input\UDP","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.6.0","C:\Program Files\SplunkUniversalForwarder\etc\modules\input\UDP","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.0.0","C:\Program Files\SplunkUniversalForwarder\etc\modules\input\UDP","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.1.0","C:\Program Files\SplunkUniversalForwarder\etc\modules\input\UDP","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.2.0","C:\Program Files\SplunkUniversalForwarder\etc\modules\input\UDP","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.3.0","C:\Program Files\SplunkUniversalForwarder\etc\modules\input\UDP","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.0","C:\Program Files\SplunkUniversalForwarder\etc\modules\input\wineventlog","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.1.0","C:\Program Files\SplunkUniversalForwarder\etc\modules\input\wineventlog","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.2.0","C:\Program Files\SplunkUniversalForwarder\etc\modules\input\wineventlog","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.3.0","C:\Program Files\SplunkUniversalForwarder\etc\modules\input\wineventlog","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.4.0","C:\Program Files\SplunkUniversalForwarder\etc\modules\input\wineventlog","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.5.0","C:\Program Files\SplunkUniversalForwarder\etc\modules\input\wineventlog","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.6.0","C:\Program Files\SplunkUniversalForwarder\etc\modules\input\wineventlog","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.0.0","C:\Program Files\SplunkUniversalForwarder\etc\modules\input\wineventlog","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.1.0","C:\Program Files\SplunkUniversalForwarder\etc\modules\input\wineventlog","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.2.0","C:\Program Files\SplunkUniversalForwarder\etc\modules\input\wineventlog","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.3.0","C:\Program Files\SplunkUniversalForwarder\etc\modules\input\wineventlog","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.0","C:\Program Files\SplunkUniversalForwarder\etc\modules\input\winparsing","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.1.0","C:\Program Files\SplunkUniversalForwarder\etc\modules\input\winparsing","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.2.0","C:\Program Files\SplunkUniversalForwarder\etc\modules\input\winparsing","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.3.0","C:\Program Files\SplunkUniversalForwarder\etc\modules\input\winparsing","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.4.0","C:\Program Files\SplunkUniversalForwarder\etc\modules\input\winparsing","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.5.0","C:\Program Files\SplunkUniversalForwarder\etc\modules\input\winparsing","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.6.0","C:\Program Files\SplunkUniversalForwarder\etc\modules\input\winparsing","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.0.0","C:\Program Files\SplunkUniversalForwarder\etc\modules\input\winparsing","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.1.0","C:\Program Files\SplunkUniversalForwarder\etc\modules\input\winparsing","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.2.0","C:\Program Files\SplunkUniversalForwarder\etc\modules\input\winparsing","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.3.0","C:\Program Files\SplunkUniversalForwarder\etc\modules\input\winparsing","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.0","C:\Program Files\SplunkUniversalForwarder\etc\modules\parsing","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.1.0","C:\Program Files\SplunkUniversalForwarder\etc\modules\parsing","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.2.0","C:\Program Files\SplunkUniversalForwarder\etc\modules\parsing","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.3.0","C:\Program Files\SplunkUniversalForwarder\etc\modules\parsing","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.4.0","C:\Program Files\SplunkUniversalForwarder\etc\modules\parsing","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.5.0","C:\Program Files\SplunkUniversalForwarder\etc\modules\parsing","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.6.0","C:\Program Files\SplunkUniversalForwarder\etc\modules\parsing","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.0.0","C:\Program Files\SplunkUniversalForwarder\etc\modules\parsing","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.1.0","C:\Program Files\SplunkUniversalForwarder\etc\modules\parsing","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.2.0","C:\Program Files\SplunkUniversalForwarder\etc\modules\parsing","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.3.0","C:\Program Files\SplunkUniversalForwarder\etc\modules\parsing","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.0","C:\Program Files\SplunkUniversalForwarder\etc\myinstall","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.1.0","C:\Program Files\SplunkUniversalForwarder\etc\myinstall","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.2.0","C:\Program Files\SplunkUniversalForwarder\etc\myinstall","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.3.0","C:\Program Files\SplunkUniversalForwarder\etc\myinstall","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.4.0","C:\Program Files\SplunkUniversalForwarder\etc\myinstall","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.5.0","C:\Program Files\SplunkUniversalForwarder\etc\myinstall","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.6.0","C:\Program Files\SplunkUniversalForwarder\etc\myinstall","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.0.0","C:\Program Files\SplunkUniversalForwarder\etc\myinstall","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.1.0","C:\Program Files\SplunkUniversalForwarder\etc\myinstall","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.2.0","C:\Program Files\SplunkUniversalForwarder\etc\myinstall","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.3.0","C:\Program Files\SplunkUniversalForwarder\etc\myinstall","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.2.0","C:\Program Files\SplunkUniversalForwarder\etc\shcluster","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.3.0","C:\Program Files\SplunkUniversalForwarder\etc\shcluster","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.4.0","C:\Program Files\SplunkUniversalForwarder\etc\shcluster","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.5.0","C:\Program Files\SplunkUniversalForwarder\etc\shcluster","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.6.0","C:\Program Files\SplunkUniversalForwarder\etc\shcluster","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.0.0","C:\Program Files\SplunkUniversalForwarder\etc\shcluster","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.1.0","C:\Program Files\SplunkUniversalForwarder\etc\shcluster","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.2.0","C:\Program Files\SplunkUniversalForwarder\etc\shcluster","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.3.0","C:\Program Files\SplunkUniversalForwarder\etc\shcluster","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.2.0","C:\Program Files\SplunkUniversalForwarder\etc\shcluster\apps","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.3.0","C:\Program Files\SplunkUniversalForwarder\etc\shcluster\apps","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.4.0","C:\Program Files\SplunkUniversalForwarder\etc\shcluster\apps","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.5.0","C:\Program Files\SplunkUniversalForwarder\etc\shcluster\apps","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.6.0","C:\Program Files\SplunkUniversalForwarder\etc\shcluster\apps","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.0.0","C:\Program Files\SplunkUniversalForwarder\etc\shcluster\apps","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.1.0","C:\Program Files\SplunkUniversalForwarder\etc\shcluster\apps","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.2.0","C:\Program Files\SplunkUniversalForwarder\etc\shcluster\apps","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.3.0","C:\Program Files\SplunkUniversalForwarder\etc\shcluster\apps","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.2.0","C:\Program Files\SplunkUniversalForwarder\etc\shcluster\users","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.3.0","C:\Program Files\SplunkUniversalForwarder\etc\shcluster\users","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.4.0","C:\Program Files\SplunkUniversalForwarder\etc\shcluster\users","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.5.0","C:\Program Files\SplunkUniversalForwarder\etc\shcluster\users","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.6.0","C:\Program Files\SplunkUniversalForwarder\etc\shcluster\users","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.0.0","C:\Program Files\SplunkUniversalForwarder\etc\shcluster\users","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.1.0","C:\Program Files\SplunkUniversalForwarder\etc\shcluster\users","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.2.0","C:\Program Files\SplunkUniversalForwarder\etc\shcluster\users","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.3.0","C:\Program Files\SplunkUniversalForwarder\etc\shcluster\users","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.0","C:\Program Files\SplunkUniversalForwarder\etc\system","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.1.0","C:\Program Files\SplunkUniversalForwarder\etc\system","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.2.0","C:\Program Files\SplunkUniversalForwarder\etc\system","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.3.0","C:\Program Files\SplunkUniversalForwarder\etc\system","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.4.0","C:\Program Files\SplunkUniversalForwarder\etc\system","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.5.0","C:\Program Files\SplunkUniversalForwarder\etc\system","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.6.0","C:\Program Files\SplunkUniversalForwarder\etc\system","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.0.0","C:\Program Files\SplunkUniversalForwarder\etc\system","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.1.0","C:\Program Files\SplunkUniversalForwarder\etc\system","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.2.0","C:\Program Files\SplunkUniversalForwarder\etc\system","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.3.0","C:\Program Files\SplunkUniversalForwarder\etc\system","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.0","C:\Program Files\SplunkUniversalForwarder\etc\system\bin","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.1.0","C:\Program Files\SplunkUniversalForwarder\etc\system\bin","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.2.0","C:\Program Files\SplunkUniversalForwarder\etc\system\bin","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.3.0","C:\Program Files\SplunkUniversalForwarder\etc\system\bin","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.4.0","C:\Program Files\SplunkUniversalForwarder\etc\system\bin","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.5.0","C:\Program Files\SplunkUniversalForwarder\etc\system\bin","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.6.0","C:\Program Files\SplunkUniversalForwarder\etc\system\bin","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.0.0","C:\Program Files\SplunkUniversalForwarder\etc\system\bin","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.1.0","C:\Program Files\SplunkUniversalForwarder\etc\system\bin","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.2.0","C:\Program Files\SplunkUniversalForwarder\etc\system\bin","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.3.0","C:\Program Files\SplunkUniversalForwarder\etc\system\bin","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.0","C:\Program Files\SplunkUniversalForwarder\etc\system\default","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.1.0","C:\Program Files\SplunkUniversalForwarder\etc\system\default","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.2.0","C:\Program Files\SplunkUniversalForwarder\etc\system\default","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.3.0","C:\Program Files\SplunkUniversalForwarder\etc\system\default","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.4.0","C:\Program Files\SplunkUniversalForwarder\etc\system\default","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.5.0","C:\Program Files\SplunkUniversalForwarder\etc\system\default","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.6.0","C:\Program Files\SplunkUniversalForwarder\etc\system\default","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.0.0","C:\Program Files\SplunkUniversalForwarder\etc\system\default","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.1.0","C:\Program Files\SplunkUniversalForwarder\etc\system\default","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.2.0","C:\Program Files\SplunkUniversalForwarder\etc\system\default","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.3.0","C:\Program Files\SplunkUniversalForwarder\etc\system\default","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.0","C:\Program Files\SplunkUniversalForwarder\etc\system\local","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.1.0","C:\Program Files\SplunkUniversalForwarder\etc\system\local","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.2.0","C:\Program Files\SplunkUniversalForwarder\etc\system\local","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.3.0","C:\Program Files\SplunkUniversalForwarder\etc\system\local","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.4.0","C:\Program Files\SplunkUniversalForwarder\etc\system\local","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.5.0","C:\Program Files\SplunkUniversalForwarder\etc\system\local","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.6.0","C:\Program Files\SplunkUniversalForwarder\etc\system\local","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.0.0","C:\Program Files\SplunkUniversalForwarder\etc\system\local","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.1.0","C:\Program Files\SplunkUniversalForwarder\etc\system\local","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.2.0","C:\Program Files\SplunkUniversalForwarder\etc\system\local","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.3.0","C:\Program Files\SplunkUniversalForwarder\etc\system\local","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.0","C:\Program Files\SplunkUniversalForwarder\etc\system\metadata","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.1.0","C:\Program Files\SplunkUniversalForwarder\etc\system\metadata","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.2.0","C:\Program Files\SplunkUniversalForwarder\etc\system\metadata","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.3.0","C:\Program Files\SplunkUniversalForwarder\etc\system\metadata","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.4.0","C:\Program Files\SplunkUniversalForwarder\etc\system\metadata","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.5.0","C:\Program Files\SplunkUniversalForwarder\etc\system\metadata","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.6.0","C:\Program Files\SplunkUniversalForwarder\etc\system\metadata","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.0.0","C:\Program Files\SplunkUniversalForwarder\etc\system\metadata","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.1.0","C:\Program Files\SplunkUniversalForwarder\etc\system\metadata","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.2.0","C:\Program Files\SplunkUniversalForwarder\etc\system\metadata","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.3.0","C:\Program Files\SplunkUniversalForwarder\etc\system\metadata","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.0","C:\Program Files\SplunkUniversalForwarder\etc\system\README","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.1.0","C:\Program Files\SplunkUniversalForwarder\etc\system\README","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.2.0","C:\Program Files\SplunkUniversalForwarder\etc\system\README","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.3.0","C:\Program Files\SplunkUniversalForwarder\etc\system\README","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.4.0","C:\Program Files\SplunkUniversalForwarder\etc\system\README","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.5.0","C:\Program Files\SplunkUniversalForwarder\etc\system\README","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.6.0","C:\Program Files\SplunkUniversalForwarder\etc\system\README","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.0.0","C:\Program Files\SplunkUniversalForwarder\etc\system\README","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.1.0","C:\Program Files\SplunkUniversalForwarder\etc\system\README","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.2.0","C:\Program Files\SplunkUniversalForwarder\etc\system\README","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.3.0","C:\Program Files\SplunkUniversalForwarder\etc\system\README","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.0","C:\Program Files\SplunkUniversalForwarder\etc\system\static","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.1.0","C:\Program Files\SplunkUniversalForwarder\etc\system\static","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.2.0","C:\Program Files\SplunkUniversalForwarder\etc\system\static","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.3.0","C:\Program Files\SplunkUniversalForwarder\etc\system\static","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.4.0","C:\Program Files\SplunkUniversalForwarder\etc\system\static","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.5.0","C:\Program Files\SplunkUniversalForwarder\etc\system\static","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.6.0","C:\Program Files\SplunkUniversalForwarder\etc\system\static","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.0.0","C:\Program Files\SplunkUniversalForwarder\etc\system\static","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.1.0","C:\Program Files\SplunkUniversalForwarder\etc\system\static","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.2.0","C:\Program Files\SplunkUniversalForwarder\etc\system\static","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.3.0","C:\Program Files\SplunkUniversalForwarder\etc\system\static","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.5.0","C:\Program Files\SplunkUniversalForwarder\etc\users","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.6.0","C:\Program Files\SplunkUniversalForwarder\etc\users","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.0.0","C:\Program Files\SplunkUniversalForwarder\etc\users","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.1.0","C:\Program Files\SplunkUniversalForwarder\etc\users","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.2.0","C:\Program Files\SplunkUniversalForwarder\etc\users","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.3.0","C:\Program Files\SplunkUniversalForwarder\etc\users","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.2.0","C:\Program Files\SplunkUniversalForwarder\lib","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.3.0","C:\Program Files\SplunkUniversalForwarder\lib","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.4.0","C:\Program Files\SplunkUniversalForwarder\lib","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.5.0","C:\Program Files\SplunkUniversalForwarder\lib","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.6.0","C:\Program Files\SplunkUniversalForwarder\lib","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.0.0","C:\Program Files\SplunkUniversalForwarder\lib","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.1.0","C:\Program Files\SplunkUniversalForwarder\lib","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.2.0","C:\Program Files\SplunkUniversalForwarder\lib","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.3.0","C:\Program Files\SplunkUniversalForwarder\lib","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.2.0","C:\Program Files\SplunkUniversalForwarder\lib\cmake","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.3.0","C:\Program Files\SplunkUniversalForwarder\lib\cmake","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.2.0","C:\Program Files\SplunkUniversalForwarder\lib\cmake\libbson-1.0","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.3.0","C:\Program Files\SplunkUniversalForwarder\lib\cmake\libbson-1.0","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.2.0","C:\Program Files\SplunkUniversalForwarder\lib\cmake\libbson-static-1.0","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.3.0","C:\Program Files\SplunkUniversalForwarder\lib\cmake\libbson-static-1.0","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.2.0","C:\Program Files\SplunkUniversalForwarder\lib\cmake\libmongoc-1.0","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.3.0","C:\Program Files\SplunkUniversalForwarder\lib\cmake\libmongoc-1.0","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.2.0","C:\Program Files\SplunkUniversalForwarder\lib\cmake\libmongoc-static-1.0","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.3.0","C:\Program Files\SplunkUniversalForwarder\lib\cmake\libmongoc-static-1.0","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.3.0","C:\Program Files\SplunkUniversalForwarder\lib\engines","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.0","C:\Program Files\SplunkUniversalForwarder\share","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.1.0","C:\Program Files\SplunkUniversalForwarder\share","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.2.0","C:\Program Files\SplunkUniversalForwarder\share","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.3.0","C:\Program Files\SplunkUniversalForwarder\share","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.4.0","C:\Program Files\SplunkUniversalForwarder\share","BUILTIN\Users","ReadAndExecute, Synchronize"
